Term,Subject,Number,CCN,Title,Type,Section#,Instructor,Meeting Times,Rejected Student Cnt,Enrollment Limit,Waitlist Limit Cnt,Enrollment Cnt,% Class Filled,% Class Filled,Waitlist Cnt,Include Sb Week Desc
2013 Spring,Computer Science,164,26595,Prog Lang And Comp,Lecture,1,Rastislav Bodik,Tue Thu 09:30a-11:00a,119,108,106,79,73.14815,73.14815,0,Week 04
2013 Spring,Computer Science,169,26607,Software Engineer,Lecture,1,George Necula,Mon Wed 01:00p-02:30p,310,108,13,108,100,100,7,Week 04
2013 Spring,Computer Science,170,26619,Intro Cs Theory,Lecture,1,Christos Papadimitriou; Prasad Raghavendra,Tue Thu 08:00a-09:30a,466,327,17,327,100,100,17,Week 04
2013 Spring,Computer Science,184,26652,Computer Graphics,Lecture,1,James O'Brien,Mon Wed 10:30a-12:00p,162,108,3,107,99.07407,99.07407,0,Week 04
2013 Spring,Computer Science,188,26664,Artif Intelligence,Lecture,1,Pieter Abbeel,Tue Thu 05:00p-06:30p,385,400,15,359,89.75,89.75,0,Week 04
2013 Spring,Computer Science,189,26684,Intro Machine Learn,Lecture,1,Jitendra Malik,Tue Thu 11:00a-12:30p,260,97,75,92,94.84536,94.84536,0,Week 04
2013 Spring,Computer Science,194,26688,Special Topics,Lecture,8,Daniel Garcia,Wed Fri 02:00p-04:00p,0,25,25,11,44,44,0,Week 04
2013 Spring,Computer Science,194,26690,Special Topics,Lecture,17,Joseph Hellerstein,Tue Thu 03:30p-05:00p,172,33,125,31,93.93939,93.93939,3,Week 04
2013 Spring,Computer Science,194,26691,Special Topics,Lecture,23,Brian Barsky,Mon 03:00p-06:00p,48,45,45,42,93.33333,93.33333,0,Week 04
2013 Spring,Computer Science,194,26694,Special Topics,Lecture,24,John Kubiatowicz,Mon Wed 04:00p-05:30p,5,75,75,29,38.66667,38.66667,0,Week 04
2013 Spring,Computer Science,195,26696,Social Implic Comp,Lecture,1,Ruzena Bajcsy,Tue 03:30p-05:00p,29,165,100,87,52.72727,52.72727,0,Week 04
2013 Spring,Computer Science,H195,27216,Hon Soc Implic Comp,Lecture,1,Ruzena Bajcsy,Tue 03:30p-05:00p,25,45,30,38,84.44444,84.44444,0,Week 04
2013 Spring,Computer Science,197,26703,Field Study,Field Work,1,Carlo Sequin,,0,31,31,6,19.35484,19.35484,0,Week 04
2013 Spring,Computer Science,197,26706,Field Study,Field Work,4,Paul Hilfinger,,0,31,31,1,3.225806,3.225806,0,Week 04
2013 Spring,Computer Science,197,26709,Field Study,Field Work,200,Daniel Garcia,,0,31,31,6,19.35484,19.35484,0,Week 04
2013 Spring,Computer Science,197,26712,Field Study,Field Work,201,Amir Kamil,,0,30,30,3,10,10,0,Week 04
2013 Spring,Computer Science,197,26718,Field Study,Field Work,203,Jonathan Shewchuk,,0,30,30,1,3.333333,3.333333,0,Week 04
2013 Spring,Computer Science,197,26720,Field Study,Field Work,204,David Culler,,0,30,15,4,13.33333,13.33333,0,Week 04
2013 Spring,Computer Science,198,26721,Directed Group Stdy,Directed Group Study,1,Daniel Garcia,Tue Thu 05:00p-07:00p,58,47,52,40,85.10638,85.10638,0,Week 04
2013 Spring,Computer Science,198,26724,Directed Group Stdy,Directed Group Study,2,Daniel Garcia,Mon Wed Fri 01:00p-02:00p,16,11,11,5,45.45455,45.45455,6,Week 04
2013 Spring,Computer Science,198,26727,Directed Group Stdy,Directed Group Study,3,Daniel Garcia,Tue 07:00p-09:00p,0,30,49,17,56.66667,56.66667,0,Week 04
2013 Spring,Computer Science,198,26728,Directed Group Stdy,Directed Group Study,29,Brian Barsky,Mon 06:00p-08:00p,41,25,15,23,92,92,0,Week 04
2013 Spring,Computer Science,198,27321,Directed Group Stdy,Directed Group Study,30,Paul Hilfinger,Wed 03:00p-05:00p,8,25,15,24,96,96,0,Week 04
2013 Spring,Computer Science,198,26729,Directed Group Stdy,Directed Group Study,33,Daniel Garcia,Thu 07:00p-09:00p,0,20,10,19,95,95,0,Week 04
2013 Spring,Computer Science,260A,26897,User Interfaces,Lecture,1,Bjorn Hartmann,Mon Wed 02:30p-04:00p,7,8,15,5,62.5,62.5,0,Week 04
2013 Spring,Computer Science,C267,26898,App Of Parallel Com,Lecture,1,James Demmel,Tue Thu 09:30a-11:00a,34,54,72,42,77.77778,77.77778,0,Week 04
2013 Spring,Computer Science,268,26901,Computer Networks,Lecture,1,Sylvia Ratnasamy,Mon Wed 01:00p-02:30p,25,30,30,16,53.33333,53.33333,2,Week 04
2013 Spring,Computer Science,270,26904,Comb Alg & Data Str,Lecture,1,Satish Rao,Tue Thu 09:30a-11:00a,56,70,45,65,92.85714,92.85714,0,Week 04
2013 Spring,Computer Science,274,26910,Comp Geometry,Lecture,1,Jonathan Shewchuk,Mon Wed 02:30p-04:00p,16,44,35,35,79.54545,79.54545,0,Week 04
2013 Spring,Computer Science,C281B,26913,Adv Learn & Design,Lecture,1,Elchanan Mossel,Mon Wed 04:00p-05:30p,50,30,30,18,60,60,5,Week 04
2013 Spring,Computer Science,283,26916,Adv Comp Graphics,Lecture,1,Ravi Ramamoorthi,Tue Thu 12:30p-02:00p,0,30,30,23,76.66667,76.66667,0,Week 04
2013 Spring,Computer Science,289A,26921,Intro Machine Learn,Lecture,1,Jitendra Malik,Tue Thu 11:00a-12:30p,10,15,20,15,100,100,0,Week 04
2013 Spring,Computer Science,294,26922,Special Topics,Lecture,1,John Canny,Mon Wed 09:00a-10:30a,33,100,50,66,66,66,0,Week 04
2013 Spring,Computer Science,294,26928,Special Topics,Lecture,43,Trevor Darrell,Fri 10:00a-12:00p,13,40,40,16,40,40,0,Week 04
2013 Spring,Computer Science,294,26935,Special Topics,Lecture,84,Bjorn Hartmann,Tue 01:30p-04:30p,21,12,24,7,58.33333,58.33333,0,Week 04
2013 Spring,Computer Science,294,27267,Special Topics,Lecture,85,Eric Paulos; Kristopher Fallon,Mon Wed 02:30p-04:00p,11,15,40,9,60,60,0,Week 04
2013 Spring,Computer Science,294,26936,Special Topics,Lecture,87,Randy Katz,Tue Thu 11:00a-12:30p,7,19,20,9,47.36842,47.36842,0,Week 04
2013 Spring,Computer Science,294,27270,Special Topics,Lecture,88,Jonathan Bachrach; Krste Asanovic,Tue Thu 11:00a-12:30p,2,20,25,8,40,40,0,Week 04
2013 Spring,Computer Science,294,27297,Special Topics,Lecture,89,Ruzena Bajcsy,Mon Wed 10:30a-12:00p,0,30,15,14,46.66667,46.66667,0,Week 04
2013 Spring,Computer Science,294,27306,Special Topics,Lecture,90,David Wagner,Mon Wed 10:30a-12:00p,7,35,20,8,22.85714,22.85714,0,Week 04
2013 Spring,Computer Science,294,27309,Special Topics,Lecture,91,Scott Shenker,Wed 10:30a-12:00p,0,35,17,33,94.28571,94.28571,0,Week 04
2013 Spring,Computer Science,298,26940,"Grp Std, Sem, Res",Lecture,2,Umesh Vazirani,Mon 04:00p-05:30p,0,100,100,13,13,13,0,Week 04
2013 Spring,Computer Science,298,26946,"Grp Std, Sem, Res",Lecture,6,James Demmel; Ming Gu,Wed 12:00p-01:00p,0,14,14,1,7.142857,7.142857,0,Week 04
2013 Spring,Computer Science,298,26952,"Grp Std, Sem, Res",Lecture,14,Umesh Vazirani,Fri 03:30p-05:00p,0,20,20,10,50,50,0,Week 04
2013 Spring,Computer Science,298,26961,"Grp Std, Sem, Res",Lecture,49,David Culler,Wed 02:00p-03:00p,0,20,20,3,15,15,0,Week 04
2013 Spring,Computer Science,301,27141,Teaching Techniques,Discussion,1,Brian Harvey,Tue 04:00p-06:00p,5,35,33,35,100,100,1,Week 04
2013 Spring,Electrical Engineering,20N,25003,Sys And Signals,Lecture,1,David Tse,Tue Thu 12:30p-02:00p,0,292,292,197,67.46575,67.46575,0,Week 04
2013 Spring,Electrical Engineering,40,25048,Int Micro Circuits,Lecture,1,Michel Maharbiz,Mon Wed Fri 09:00a-10:00a,9,240,237,238,99.16667,99.16667,0,Week 04
2013 Spring,Electrical Engineering,42,25090,Intro Digit Elec,Lecture,1,Kristofer Pister,Tue Thu 09:30a-11:00a,154,209,125,191,91.38756,91.38756,0,Week 04
2013 Spring,Electrical Engineering,43,25114,Intro Electron Lab,Laboratory,10,Kristofer Pister,Mon 08:00a-11:00a,0,10,10,5,50,50,0,Week 04
2013 Spring,Electrical Engineering,43,25117,Intro Electron Lab,Laboratory,11,Kristofer Pister,Mon 11:00a-02:00p,14,7,7,5,71.42857,71.42857,0,Week 04
2013 Spring,Electrical Engineering,43,25120,Intro Electron Lab,Laboratory,12,Kristofer Pister,Mon 02:00p-05:00p,7,10,7,7,70,70,0,Week 04
2013 Spring,Electrical Engineering,43,25123,Intro Electron Lab,Laboratory,13,Kristofer Pister,Tue 05:00p-08:00p,6,10,7,6,60,60,0,Week 04
2013 Spring,Electrical Engineering,43,25126,Intro Electron Lab,Laboratory,14,Kristofer Pister,Wed 08:00a-11:00a,0,10,7,4,40,40,0,Week 04
2013 Spring,Electrical Engineering,43,25129,Intro Electron Lab,Laboratory,15,Kristofer Pister,Wed 11:00a-02:00p,10,10,7,5,50,50,0,Week 04
2013 Spring,Electrical Engineering,43,25132,Intro Electron Lab,Laboratory,16,Kristofer Pister,Wed 02:00p-05:00p,7,10,7,4,40,40,0,Week 04
2013 Spring,Electrical Engineering,43,25135,Intro Electron Lab,Laboratory,17,Kristofer Pister,Wed 05:00p-08:00p,1,10,7,8,80,80,0,Week 04
2013 Spring,Electrical Engineering,43,25138,Intro Electron Lab,Laboratory,18,Kristofer Pister,Thu 05:00p-08:00p,1,10,7,4,40,40,0,Week 04
2013 Spring,Electrical Engineering,43,25141,Intro Electron Lab,Laboratory,19,Kristofer Pister,Fri 11:00a-02:00p,5,10,7,2,20,20,0,Week 04
2013 Spring,Electrical Engineering,98,25147,Directed Group Stdy,Directed Group Study,1,Clark Nguyen; Jeffrey Lievense,Wed 08:00p-10:00p,3,15,15,6,40,40,0,Week 04
2013 Spring,Electrical Engineering,98,25150,Directed Group Stdy,Directed Group Study,2,Pieter Abbeel,Mon 06:00p-08:00p,2,28,14,10,35.71429,35.71429,0,Week 04
2013 Spring,Electrical Engineering,98,25153,Directed Group Stdy,Directed Group Study,3,Pieter Abbeel,Thu 06:00p-08:00p,3,30,30,30,100,100,0,Week 04
2013 Spring,Electrical Engineering,100,25162,Elec Tech For Eng,Lecture,1,Kristofer Pister,Tue Thu 09:30a-11:00a,87,190,162,176,92.63158,92.63158,0,Week 04
2013 Spring,Electrical Engineering,105,25219,Micro Dev & Cir,Lecture,1,Sayeef Salahuddin,Mon Wed Fri 01:00p-02:00p,0,88,88,65,73.86364,73.86364,0,Week 04
2013 Spring,Electrical Engineering,117,25240,Em Fields & Waves,Lecture,1,Eli Yablonovitch,Mon Wed Fri 11:00a-12:00p,0,24,24,15,62.5,62.5,0,Week 04
2013 Spring,Electrical Engineering,119,25248,Intro Optical Eng,Lecture,1,Laura Waller,Tue Thu 09:30a-11:00a,6,25,1,18,72,72,0,Week 04
2013 Spring,Electrical Engineering,120,25249,Signals And Systems,Lecture,1,Murat Arcak,Mon Wed 02:00p-04:00p,0,141,83,94,66.66667,66.66667,0,Week 04
2013 Spring,Electrical Engineering,122,25261,Intro Comm Netwks,Lecture,1,Adam Wolisz,Tue Thu 05:00p-06:30p,0,75,75,46,61.33333,61.33333,0,Week 04
2013 Spring,Electrical Engineering,126,25270,Prob & Random Proc,Lecture,1,Abhay Parekh,Tue Thu 09:30a-11:00a,27,43,30,37,86.04651,86.04651,0,Week 04
2013 Spring,Electrical Engineering,130,25276,Ic Devices,Lecture,1,Tsu-Jae Liu,Tue Thu 11:00a-12:30p,8,42,38,41,97.61905,97.61905,0,Week 04
2013 Spring,Electrical Engineering,134,25282,Photovoltaic Devic,Lecture,1,Ana Arias,Mon Wed 09:30a-11:00a,0,43,43,17,39.53488,39.53488,0,Week 04
2013 Spring,Electrical Engineering,137B,25291,Elec Power Systems,Lecture,1,Alexandra Von Meier,Mon Wed 04:00p-05:30p,0,43,43,22,51.16279,51.16279,0,Week 04
2013 Spring,Electrical Engineering,140,25297,Lin Integ Circ,Lecture,1,Clark Nguyen,Tue Thu 03:30p-05:00p,0,56,75,54,96.42857,96.42857,0,Week 04
2013 Spring,Electrical Engineering,141,25303,Intro Dig Inte Cir,Lecture,1,Jan Rabaey,Wed Fri 09:30a-10:30a,0,39,30,22,56.41026,56.41026,0,Week 04
2013 Spring,Electrical Engineering,143,25315,Microfab Tech,Lecture,1,Ali Javey,Tue Thu 11:00a-12:30p,0,36,30,28,77.77778,77.77778,0,Week 04
2013 Spring,Electrical Engineering,144,25336,Fun Algo Sys Design,Lecture,1,Stavros Trypakis,Wed Fri 12:00p-02:00p,0,25,1,2,8,8,0,Week 04
2013 Spring,Electrical Engineering,C145O,25342,Lab In Mec Org,Laboratory,1,Robert Full,Tue Thu 02:00p-05:00p,2,5,5,1,20,20,0,Week 04
2013 Spring,Electrical Engineering,192,25347,Mechtron Design Lab,Lecture,1,Igor Paprotny,Tue 11:00a-12:30p,0,30,1,12,40,40,0,Week 04
2013 Spring,Electrical Engineering,198,25369,Directed Group Stdy,Directed Group Study,1,Clark Nguyen; Jeffrey Lievense,Wed 08:00p-10:00p,0,15,15,1,6.666667,6.666667,0,Week 04
2013 Spring,Electrical Engineering,198,25371,Directed Group Stdy,Directed Group Study,2,Pieter Abbeel,Mon 06:00p-08:00p,0,28,7,25,89.28571,89.28571,0,Week 04
2013 Spring,Electrical Engineering,198,25372,Directed Group Stdy,Directed Group Study,3,Pieter Abbeel,Thu 06:00p-08:00p,0,30,30,21,70,70,0,Week 04
2013 Spring,Electrical Engineering,222,25603,Non-Lin Syst Analys,Lecture,1,Claire Tomlin,Tue Thu 09:30a-11:00a,6,27,25,25,92.59259,92.59259,0,Week 04
2013 Spring,Electrical Engineering,225A,25609,Dig Signal Process,Lecture,1,Kannan Ramchandran,Tue Thu 11:00a-12:30p,8,20,20,13,65,65,0,Week 04
2013 Spring,Electrical Engineering,C225E,25612,Prin Magnet Img,Lecture,1,Shimon Lustig,Tue Thu 02:00p-03:30p,9,30,19,15,50,50,0,Week 04
2013 Spring,Electrical Engineering,226B,25615,Stotchastic Thy App,Lecture,1,Jean Walrand; Venkatacha Anantharam,Wed 02:00p-04:00p,0,20,25,8,40,40,0,Week 04
2013 Spring,Electrical Engineering,227A,25618,Intro Convex Optim,Lecture,1,Laurent El Ghaoui; Suvrit Sra,Tue Thu 11:00a-12:30p,0,74,75,53,71.62162,71.62162,0,Week 04
2013 Spring,Electrical Engineering,229A,25624,Info Theo & Coding,Lecture,1,Venkatacha Anantharam,Mon Wed 10:00a-11:30a,0,33,33,9,27.27273,27.27273,0,Week 04
2013 Spring,Electrical Engineering,230M,25627,Ic Devices,Lecture,1,Tsu-Jae Liu,Tue Thu 11:00a-12:30p,1,12,12,9,75,75,0,Week 04
2013 Spring,Electrical Engineering,231,25633,Solid State Devices,Lecture,1,Vivek Subramanian,Tue Thu 09:30a-11:00a,8,30,20,21,70,70,0,Week 04
2013 Spring,Electrical Engineering,C235,25636,Nano Fabrication,Lecture,1,Constance Chang-Hasnain,Wed 01:00p-04:00p,0,30,30,14,46.66667,46.66667,0,Week 04
2013 Spring,Electrical Engineering,240,25642,Adv Analog Int Circ,Lecture,1,Elad Alon,Tue Thu 09:30a-11:00a,0,35,35,28,80,80,0,Week 04
2013 Spring,Electrical Engineering,240A,25644,Lin Integ Circ,Lecture,1,Clark Nguyen,Tue Thu 03:30p-05:00p,0,23,30,9,39.13043,39.13043,0,Week 04
2013 Spring,Electrical Engineering,241,25651,Adv Digital Int Cir,Lecture,1,Borivoje Nikolic,Mon Wed 02:00p-03:30p,0,40,40,18,45,45,0,Week 04
2013 Spring,Electrical Engineering,241A,25653,Intro Dig Inte Cir,Lecture,1,Jan Rabaey,Wed Fri 09:30a-10:30a,0,15,1,1,6.666667,6.666667,0,Week 04
2013 Spring,Electrical Engineering,244,25662,Fun Algo Sys Design,Lecture,1,Stavros Trypakis,Wed Fri 12:00p-02:00p,0,25,1,6,24,24,0,Week 04
2013 Spring,Electrical Engineering,290A,25665,Computer-Aided Des,Lecture,1,Jaijeet Roychowdhury,Mon Wed 01:00p-02:30p,0,25,12,7,28,28,0,Week 04
2013 Spring,Electrical Engineering,290C,25667,Circuit Design,Lecture,1,Elad Alon,Tue Thu 02:00p-03:30p,1,30,15,10,33.33333,33.33333,0,Week 04
2013 Spring,Electrical Engineering,290Y,25669,Organic Electronics,Lecture,1,Vivek Subramanian,Tue Thu 12:30p-02:00p,1,25,25,15,60,60,0,Week 04
2013 Spring,Electrical Engineering,C291,25672,Opt Control Of Pdes,Lecture,1,Alexandre Bayen,Tue Thu 02:00p-03:30p,0,15,15,10,66.66667,66.66667,0,Week 04
2013 Spring,Electrical Engineering,298,25677,"Gr Stu, Sem, Gr Res",Lecture,3,John Wawrzynek,Thu 12:30p-02:00p,0,50,1,6,12,12,0,Week 04
2013 Spring,Electrical Engineering,298,25678,"Gr Stu, Sem, Gr Res",Lecture,8,Jan Rabaey,Fri 12:30p-01:30p,0,70,70,49,70,70,0,Week 04
2013 Spring,Electrical Engineering,298,25681,"Gr Stu, Sem, Gr Res",Lecture,12,Ali Javey,Fri 01:00p-02:00p,0,30,30,1,3.333333,3.333333,0,Week 04
2013 Spring,Electrical Engineering,301,25975,Teaching Elec Eng,Seminar,1,Elad Alon,Mon 05:00p-06:30p,9,51,36,31,60.78431,60.78431,0,Week 04
2013 Spring,English,R1A,27853,Reading And Comp,Lecture,1,David Landreth; Seulghee Lee,Mon Wed Fri 10:00a-11:00a,15,17,0,17,100,100,0,Week 04
2013 Spring,English,R1A,27856,Reading And Comp,Lecture,2,Adrian Acu; David Landreth,Mon Wed Fri 01:00p-02:00p,5,14,0,14,100,100,0,Week 04
2013 Spring,English,R1A,27859,Reading And Comp,Lecture,3,David Landreth; Joshua Weiner,Mon Wed Fri 02:00p-03:00p,9,17,0,17,100,100,0,Week 04
2013 Spring,English,R1A,27862,Reading And Comp,Lecture,4,David Landreth; Margaret Kolb,Mon Wed 04:00p-05:30p,10,14,0,14,100,100,0,Week 04
2013 Spring,English,R1A,27865,Reading And Comp,Lecture,5,David Landreth; Jessica Ling,Tue Thu 08:00a-09:30a,2,6,0,6,100,100,0,Week 04
2013 Spring,English,R1A,27868,Reading And Comp,Lecture,6,David Landreth; Rachel Beck,Mon Wed Fri 12:00p-01:00p,11,16,0,16,100,100,0,Week 04
2013 Spring,English,R1A,27871,Reading And Comp,Lecture,7,David Landreth; Jonathan Shelley,Tue Thu 11:00a-12:30p,24,17,0,17,100,100,0,Week 04
2013 Spring,English,R1A,27874,Reading And Comp,Lecture,8,David Landreth; Jonathan Larner-Lewis,Tue Thu 12:30p-02:00p,11,16,0,16,100,100,0,Week 04
2013 Spring,English,R1A,27877,Reading And Comp,Lecture,9,Chad Crosson; David Landreth,Tue Thu 02:00p-03:30p,16,15,0,15,100,100,0,Week 04
2013 Spring,English,R1A,27880,Reading And Comp,Lecture,10,Alexander Jeziorek; David Landreth,Tue Thu 03:30p-05:00p,15,15,0,15,100,100,0,Week 04
2013 Spring,English,R1A,27883,Reading And Comp,Lecture,11,Carmen Castillo; David Landreth,Tue Thu 05:00p-06:30p,9,13,0,13,100,100,0,Week 04
2013 Spring,English,R1B,27886,Reading And Comp,Lecture,1,David Landreth; Sarah Mangin,Mon Wed Fri 09:00a-10:00a,27,17,0,17,100,100,0,Week 04
2013 Spring,English,R1B,27889,Reading And Comp,Lecture,2,David Landreth; Marcos Garcia,Mon Wed Fri 09:00a-10:00a,34,14,0,14,100,100,0,Week 04
2013 Spring,English,R1B,27892,Reading And Comp,Lecture,3,Alexandra Dumont; David Landreth,Mon Wed Fri 10:00a-11:00a,15,17,0,17,100,100,0,Week 04
2013 Spring,English,R1B,27895,Reading And Comp,Lecture,4,David Landreth; Sookyoung Lee,Mon Wed Fri 11:00a-12:00p,20,14,0,13,92.85714,92.85714,0,Week 04
2013 Spring,English,R1B,27898,Reading And Comp,Lecture,5,David Landreth; Michelle Ty,Mon Wed Fri 11:00a-12:00p,16,15,0,15,100,100,0,Week 04
2013 Spring,English,R1B,27901,Reading And Comp,Lecture,6,David Landreth; Nicholas Junkerman,Mon Wed Fri 12:00p-01:00p,10,17,0,17,100,100,0,Week 04
2013 Spring,English,R1B,27904,Reading And Comp,Lecture,7,David Landreth; Ryan Perry,Mon Wed Fri 12:00p-01:00p,16,12,0,12,100,100,0,Week 04
2013 Spring,English,R1B,27907,Reading And Comp,Lecture,8,David Landreth; Sunny Xiang,Mon Wed Fri 12:00p-01:00p,33,16,0,16,100,100,0,Week 04
2013 Spring,English,R1B,27913,Reading And Comp,Lecture,10,Charles Creasy; David Landreth,Mon Wed Fri 02:00p-03:00p,14,19,0,19,100,100,0,Week 04
2013 Spring,English,R1B,27916,Reading And Comp,Lecture,11,David Landreth; Serena Le,Mon Wed Fri 02:00p-03:00p,7,17,0,17,100,100,0,Week 04
2013 Spring,English,R1B,27919,Reading And Comp,Lecture,12,David Landreth,Mon Wed Fri 02:00p-03:00p,10,19,0,19,100,100,0,Week 04
2013 Spring,English,R1B,27922,Reading And Comp,Lecture,13,Bradford Taylor; David Landreth,Mon Wed Fri 03:00p-04:00p,8,15,0,15,100,100,0,Week 04
2013 Spring,English,R1B,27925,Reading And Comp,Lecture,14,David Landreth; Megan O'Connor,Mon Wed 04:00p-05:30p,10,14,0,14,100,100,0,Week 04
2013 Spring,English,R1B,27928,Reading And Comp,Lecture,15,David Landreth; Jill Richards,Tue Thu 08:00a-09:30a,19,16,0,16,100,100,0,Week 04
2013 Spring,English,R1B,27931,Reading And Comp,Lecture,16,David Landreth; Rasheed Tazudeen,Tue Thu 09:30a-11:00a,38,18,0,18,100,100,0,Week 04
2013 Spring,English,R1B,27934,Reading And Comp,Lecture,17,Benjamin Saltzman; David Landreth,Tue Thu 11:00a-12:30p,20,17,0,17,100,100,0,Week 04
2013 Spring,English,R1B,27937,Reading And Comp,Lecture,18,Andrea Seeger; David Landreth,Tue Thu 12:30p-02:00p,63,18,0,18,100,100,0,Week 04
2013 Spring,English,R1B,27940,Reading And Comp,Lecture,19,David Landreth; Marcelle Maese-Cohen,Tue Thu 02:00p-03:30p,25,15,0,15,100,100,0,Week 04
2013 Spring,English,R1B,27943,Reading And Comp,Lecture,20,Christopher Miller; David Landreth,Tue Thu 03:30p-05:00p,11,17,0,17,100,100,0,Week 04
2013 Spring,English,R1B,27946,Reading And Comp,Lecture,21,David Landreth; Leila Mansouri,Tue Thu 05:00p-06:30p,32,18,0,18,100,100,0,Week 04
2013 Spring,English,R1B,27949,Reading And Comp,Lecture,22,David Landreth; Richard Lee,Tue Thu 05:00p-06:30p,15,14,0,14,100,100,0,Week 04
2013 Spring,English,24,27951,Freshman Seminars,Seminar,1,Alan Nelson,Mon 12:00p-01:00p,18,14,0,14,100,100,0,Week 04
2013 Spring,English,24,28654,Freshman Seminars,Seminar,2,Richard Hutson,Wed 03:00p-04:00p,4,8,0,8,100,100,0,Week 04
2013 Spring,English,24,28657,Freshman Seminars,Seminar,3,Genaro Padilla,Tue 04:00p-05:00p,46,9,0,9,100,100,0,Week 04
2013 Spring,English,43B,27952,Intro/Writing Verse,Lecture,1,Joanna Picciotto; Liliana Loofbourow,Tue Thu 02:00p-03:30p,11,28,0,16,57.14286,57.14286,0,Week 04
2013 Spring,English,45A,27955,Lit In English,Lecture,1,Alan Nelson,Mon Wed 10:00a-11:00a,11,34,0,34,100,100,0,Week 04
2013 Spring,English,45A,27964,Lit In English,Lecture,2,Oliver Arnold,Mon Wed 01:00p-02:00p,10,81,0,81,100,100,1,Week 04
2013 Spring,English,45B,27976,Lit In English,Lecture,1,Ian Duncan,Mon Wed 12:00p-01:00p,5,66,0,66,100,100,0,Week 04
2013 Spring,English,45B,27988,Lit In English,Lecture,2,Mitchell Breitwieser,Mon Wed 03:00p-04:00p,7,75,0,75,100,100,0,Week 04
2013 Spring,English,45C,28000,Lit In English,Lecture,1,Steven Lee,Mon Wed 09:00a-10:00a,8,56,0,56,100,100,1,Week 04
2013 Spring,English,45C,28012,Lit In English,Lecture,2,Catherine Flynn,Mon Wed 02:00p-03:00p,10,66,0,66,100,100,0,Week 04
2013 Spring,English,84,28024,Sophomore Seminar,Seminar,1,Julia Bader,Wed 02:00p-05:00p,37,20,0,20,100,100,0,Week 04
2013 Spring,English,98,28027,Directed Group Stdy,Directed Group Study,1,David Landreth; Sunny Xiang,Tue Thu 01:00p-02:00p,0,8,0,4,50,50,0,Week 04
2013 Spring,English,98,28036,Directed Group Stdy,Directed Group Study,4,Vikram Chandra,Mon 06:00p-08:00p,0,10,0,6,60,60,0,Week 04
2013 Spring,English,98,28039,Directed Group Stdy,Directed Group Study,5,Kathleen Donegan,Mon 06:00p-07:00p,0,10,0,8,80,80,0,Week 04
2013 Spring,English,98,28042,Directed Group Stdy,Directed Group Study,6,Steven Justice,Tue Thu 06:00p-07:00p,0,13,0,10,76.92308,76.92308,0,Week 04
2013 Spring,English,98,28045,Directed Group Stdy,Directed Group Study,7,Georgina Kleege,Tue 06:30p-08:00p,0,20,0,11,55,55,0,Week 04
2013 Spring,English,98,28048,Directed Group Stdy,Directed Group Study,8,David Marno,Mon 06:00p-08:00p,0,15,0,7,46.66667,46.66667,0,Week 04
2013 Spring,English,98,28051,Directed Group Stdy,Directed Group Study,9,Kent Puckett,Tue Thu 07:00p-09:00p,0,10,0,3,30,30,0,Week 04
2013 Spring,English,98,28054,Directed Group Stdy,Directed Group Study,10,Scott Saul,Mon Wed 05:00p-06:30p,0,15,0,4,26.66667,26.66667,0,Week 04
2013 Spring,English,98,28057,Directed Group Stdy,Directed Group Study,11,John Shoptaw,Tue Thu 06:00p-07:00p,0,10,0,3,30,30,0,Week 04
2013 Spring,English,98,28060,Directed Group Stdy,Directed Group Study,12,Bryan Wagner,Tue Wed 07:00p-08:30p,0,30,0,12,40,40,0,Week 04
2013 Spring,English,98,28078,Directed Group Stdy,Directed Group Study,18,Eric Falci,,0,80,0,53,66.25,66.25,0,Week 04
2013 Spring,English,98,28081,Directed Group Stdy,Directed Group Study,19,Genaro Padilla,Mon 12:00p-01:00p,0,45,0,19,42.22222,42.22222,0,Week 04
2013 Spring,English,102,28102,Topics In Eng Lang,Lecture,1,Kristin Hanson,Mon Wed Fri 01:00p-02:00p,23,24,0,24,100,100,0,Week 04
2013 Spring,English,114B,28105,English Drama,Lecture,1,Joseph Jordan,Tue Thu 11:00a-12:30p,67,62,0,62,100,100,1,Week 04
2013 Spring,English,117B,28108,Shakespeare,Lecture,1,David Landreth,Mon Wed 03:00p-04:00p,1,59,0,59,100,100,0,Week 04
2013 Spring,English,117S,28123,Shakespeare,Lecture,1,Jeffrey Knapp,Tue Thu 12:30p-02:00p,11,120,0,120,100,100,1,Week 04
2013 Spring,English,119,28126,Lit Rest & Ear 18 C,Lecture,1,Joanna Picciotto,Tue Thu 12:30p-02:00p,47,55,0,55,100,100,0,Week 04
2013 Spring,English,120,28132,Lit Later 18th Cent,Lecture,1,Janet Sorensen,Tue Thu 02:00p-03:30p,43,43,0,43,100,100,0,Week 04
2013 Spring,English,122,28135,Victorian Period,Lecture,1,Joseph Jordan,Tue Thu 02:00p-03:30p,91,53,0,53,100,100,0,Week 04
2013 Spring,English,125A,28138,English Novel,Lecture,1,George Starr,Tue Thu 03:30p-05:00p,55,40,0,39,97.5,97.5,0,Week 04
2013 Spring,English,125B,28141,English Novel,Lecture,1,Justin Eichenlaub,Tue Thu 11:00a-12:30p,60,48,0,48,100,100,2,Week 04
2013 Spring,English,125D,28144,20th Century Novel,Lecture,1,Donna Jones,Tue Thu 09:30a-11:00a,82,56,0,56,100,100,3,Week 04
